1.000000000000000021e-02,9.804999999999999716e+01,9.723000000000000398e+01,9.781000000000000227e+01
1.999999999999999695e-02,9.804999999999999716e+01,9.481000000000000227e+01,9.775000000000000000e+01
2.999999999999999889e-02,9.804999999999999716e+01,9.040000000000000568e+01,9.765000000000000568e+01
3.999999999999999389e-02,9.804999999999999716e+01,8.413000000000000966e+01,9.754000000000000625e+01
4.999999999999999584e-02,9.804999999999999716e+01,7.590000000000000568e+01,9.739000000000000057e+01
5.999999999999999084e-02,9.804999999999999716e+01,6.667000000000000171e+01,9.720000000000000284e+01
6.999999999999999278e-02,9.804999999999999716e+01,5.760999999999999233e+01,9.707999999999999829e+01
7.999999999999998779e-02,9.804999999999999716e+01,4.903999999999999915e+01,9.690999999999999659e+01
8.999999999999998279e-02,9.804999999999999716e+01,4.243999999999999773e+01,9.670000000000000284e+01
9.999999999999997780e-02,9.804999999999999716e+01,3.678000000000000114e+01,9.639999999999999147e+01
1.099999999999999728e-01,9.804999999999999716e+01,3.185999999999999943e+01,9.613000000000000966e+01
1.199999999999999817e-01,9.804999999999999716e+01,2.768999999999999773e+01,9.582999999999999829e+01
1.299999999999999767e-01,9.804999999999999716e+01,2.416000000000000014e+01,9.550000000000000000e+01
1.399999999999999856e-01,9.804999999999999716e+01,2.119000000000000128e+01,9.523000000000000398e+01
1.499999999999999944e-01,9.804999999999999716e+01,1.836000000000000298e+01,9.478999999999999204e+01
1.599999999999999756e-01,9.804999999999999716e+01,1.577000000000000135e+01,9.428999999999999204e+01
1.699999999999999845e-01,9.804999999999999716e+01,1.353999999999999915e+01,9.371999999999999886e+01
1.799999999999999933e-01,9.804999999999999716e+01,1.169000000000000128e+01,9.325000000000000000e+01
1.899999999999999745e-01,9.804999999999999716e+01,9.569999999999998508e+00,9.265000000000000568e+01
1.999999999999999833e-01,9.804999999999999716e+01,8.250000000000000000e+00,9.182000000000000739e+01
2.099999999999999645e-01,9.804999999999999716e+01,7.040000000000000036e+00,9.106999999999999318e+01
2.199999999999999734e-01,9.804999999999999716e+01,6.019999999999999574e+00,9.021000000000000796e+01
2.299999999999999822e-01,9.804999999999999716e+01,5.220000000000000639e+00,8.909000000000000341e+01
2.399999999999999634e-01,9.804999999999999716e+01,4.540000000000000036e+00,8.803999999999999204e+01
2.499999999999999722e-01,9.804999999999999716e+01,3.819999999999999840e+00,8.690000000000000568e+01
2.599999999999999534e-01,9.804999999999999716e+01,3.330000000000000515e+00,8.525000000000000000e+01
2.699999999999999623e-01,9.804999999999999716e+01,2.930000000000000160e+00,8.379999999999999716e+01
2.799999999999999711e-01,9.804999999999999716e+01,2.649999999999999911e+00,8.228000000000000114e+01
2.899999999999999800e-01,9.804999999999999716e+01,2.469999999999999751e+00,8.043000000000000682e+01
2.999999999999999889e-01,9.804999999999999716e+01,2.169999999999999929e+00,7.839000000000000057e+01
