5.000000000000000278e-02,9.800000000000000000e+01,9.784000000000000341e+01,9.774000000000000909e+01,9.696999999999999886e+01,9.760999999999999943e+01,9.781999999999999318e+01,9.800000000000000000e+01,9.778999999999999204e+01,9.651999999999999602e+01,9.667000000000000171e+01,9.728999999999999204e+01,9.750999999999999091e+01,9.761999999999999034e+01,9.757999999999999829e+01,9.614000000000000057e+01
1.000000000000000056e-01,9.800000000000000000e+01,9.746999999999999886e+01,9.772999999999998977e+01,9.695000000000000284e+01,9.759999999999999432e+01,9.778999999999999204e+01,9.796000000000000796e+01,9.775000000000000000e+01,9.643000000000000682e+01,9.667999999999999261e+01,9.726999999999999602e+01,9.750000000000000000e+01,9.762999999999999545e+01,9.756000000000000227e+01,9.614000000000000057e+01
1.500000000000000222e-01,9.800000000000000000e+01,9.689000000000000057e+01,9.771999999999999886e+01,9.692000000000000171e+01,9.759000000000000341e+01,9.774000000000000909e+01,9.796000000000000796e+01,9.774000000000000909e+01,9.632999999999999829e+01,9.667000000000000171e+01,9.725000000000000000e+01,9.748999999999999488e+01,9.764000000000000057e+01,9.754999999999999716e+01,9.610999999999999943e+01
2.000000000000000111e-01,9.800000000000000000e+01,9.598999999999999488e+01,9.768000000000000682e+01,9.687000000000000455e+01,9.757000000000000739e+01,9.774000000000000909e+01,9.790999999999999659e+01,9.765000000000000568e+01,9.618999999999999773e+01,9.667000000000000171e+01,9.724000000000000909e+01,9.748000000000000398e+01,9.764000000000000057e+01,9.754000000000000625e+01,9.610999999999999943e+01
2.500000000000000000e-01,9.800000000000000000e+01,9.460999999999999943e+01,9.768999999999999773e+01,9.682999999999999829e+01,9.759999999999999432e+01,9.770000000000000284e+01,9.789000000000000057e+01,9.756000000000000227e+01,9.610999999999999943e+01,9.665999999999999659e+01,9.726000000000000512e+01,9.748000000000000398e+01,9.762999999999999545e+01,9.753000000000000114e+01,9.609999999999999432e+01
2.999999999999999889e-01,9.800000000000000000e+01,9.345000000000000284e+01,9.765999999999999659e+01,9.679999999999999716e+01,9.759000000000000341e+01,9.770000000000000284e+01,9.787000000000000455e+01,9.748999999999999488e+01,9.602000000000001023e+01,9.667000000000000171e+01,9.726000000000000512e+01,9.748000000000000398e+01,9.762999999999999545e+01,9.750000000000000000e+01,9.609999999999999432e+01
3.500000000000000333e-01,9.800000000000000000e+01,9.217000000000000171e+01,9.765000000000000568e+01,9.675000000000000000e+01,9.756000000000000227e+01,9.762999999999999545e+01,9.784000000000000341e+01,9.745000000000000284e+01,9.589999999999999147e+01,9.667000000000000171e+01,9.725000000000000000e+01,9.746999999999999886e+01,9.760999999999999943e+01,9.746000000000000796e+01,9.609000000000000341e+01
4.000000000000000222e-01,9.800000000000000000e+01,9.106999999999999318e+01,9.765000000000000568e+01,9.663000000000000966e+01,9.751999999999999602e+01,9.757000000000000739e+01,9.776999999999999602e+01,9.742000000000000171e+01,9.576999999999999602e+01,9.665999999999999659e+01,9.726000000000000512e+01,9.745000000000000284e+01,9.759000000000000341e+01,9.746000000000000796e+01,9.607999999999999829e+01
4.500000000000000111e-01,9.800000000000000000e+01,9.020000000000000284e+01,9.765000000000000568e+01,9.660999999999999943e+01,9.745000000000000284e+01,9.753000000000000114e+01,9.771999999999999886e+01,9.737000000000000455e+01,9.574000000000000909e+01,9.667000000000000171e+01,9.725000000000000000e+01,9.742000000000000171e+01,9.759000000000000341e+01,9.746000000000000796e+01,9.606999999999999318e+01
5.000000000000000000e-01,9.800000000000000000e+01,8.951999999999999602e+01,9.765000000000000568e+01,9.650999999999999091e+01,9.739999999999999147e+01,9.750999999999999091e+01,9.767000000000000171e+01,9.728999999999999204e+01,9.564000000000000057e+01,9.665999999999999659e+01,9.723000000000000398e+01,9.742000000000000171e+01,9.759000000000000341e+01,9.746999999999999886e+01,9.606000000000000227e+01
5.500000000000000444e-01,9.800000000000000000e+01,8.892999999999999261e+01,9.760999999999999943e+01,9.643999999999999773e+01,9.731999999999999318e+01,9.748000000000000398e+01,9.768999999999999773e+01,9.720999999999999375e+01,9.548000000000000398e+01,9.665000000000000568e+01,9.721999999999999886e+01,9.740999999999999659e+01,9.757999999999999829e+01,9.746999999999999886e+01,9.604999999999999716e+01
